TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud,ExpenditureCurrency,GiftsCurrency,TransactionDatetime,TransactionCurrency
5154,4112,37,Female,Unemployed,Bachelor,Single,1,70858.92,45764.06,981.1,2023-04-22,10:25:12,492.2,M008,Payment,Brisbane,Mobile,-20.917574,142.702789,randy60@outlook.com,False,96,0,AUD,GBP,2023-04-22 10:25:12,AUD
13943,2088,47,Female,Student,Bachelor,Married,3,14066.67,10779.09,429.03,2023-11-05,10:21:58,21.44,M005,Purchase,Adelaide,Mobile,-37.0201,144.9646,zleonard@outlook.com,False,103,0,AUD,GBP,2023-11-05 10:21:58,AUD
16614,3748,43,Male,Professional,Bachelor,Widowed,3,95856.97,181375.48,7363.91,2023-11-05,09:16:54,131.38,M006,Purchase,Melbourne,Tablet,-37.0201,144.9646,karenfarmer@gmail.com,False,51,0,AED,AUD,2023-11-05 09:16:54,AED
15905,1140,31,Male,Professional,High School,Married,4,54484.79,89896.42,2329.31,2023-07-14,09:06:44,97.12,M007,Transfer,Darwin,Mobile,-30.000233,136.209152,whitemichael@gmail.com,False,5,0,AED,AUD,2023-07-14 09:06:44,AED
16742,3846,32,Male,Professional,High School,Single,2,76748.77,120560.17,4079.62,2023-10-23,19:15:43,471.2,M003,Withdrawal,Melbourne,Mobile,-31.840233,145.612793,josephfields@gmail.com,True,45,0,AED,AUD,2023-10-23 19:15:43,AED
15155,733,45,Male,Retired,PhD,Single,0,54677.99,95780.64,8283.89,2023-03-20,23:59:59,95.72,M002,Purchase,Canberra,Desktop,-37.0201,144.9646,matthewsshelia@gmail.com,False,76,0,AED,AUD,2023-03-20 23:59:59,AED
15786,876,26,Female,Professional,High School,Single,1,50462.93,48394.44,5400.09,2023-01-28,13:57:18,88.02,M003,Purchase,Hobart,Desktop,-35.473469,149.012375,ryangarrett@gmail.com,False,91,0,AED,AUD,2023-01-28 13:57:18,AED
14140,1808,30,Female,Student,Master,Married,3,53429.65,38839.01,2315.45,2023-06-02,09:11:27,118.13,M002,Transfer,Perth,Desktop,-37.0201,144.9646,tylersmith@gmail.com,False,14,0,AUD,GBP,2023-06-02 09:11:27,AUD
13686,3117,30,Male,Professional,Master,Married,4,58067.76,34841.82,1505.83,2023-06-22,03:13:39,32.09,M006,Purchase,Perth,Desktop,-20.917574,142.702789,phendrix@outlook.com,False,61,1,AUD,GBP,2023-06-22 03:13:39,AUD
5394,2823,46,Male,Professional,Master,Married,3,60173.2,20954.48,504.04,2023-09-30,11:30:05,98.35,M001,Payment,Sydney,Desktop,-31.840233,145.612793,danielfox@yahoo.com,True,59,0,AUD,GBP,2023-09-30 11:30:05,AUD
9641,3232,32,Female,Professional,Master,Single,0,126511.7,91694.57,2238.39,2023-11-11,13:12:54,60.44,M004,Purchase,Sydney,Mobile,-31.840233,145.612793,noahbenson@outlook.com,True,55,0,AUD,GBP,2023-11-11 13:12:54,AUD
16858,658,43,Male,Professional,Master,Single,1,83790.18,95201.12,3729.16,2023-06-13,17:41:10,178.56,M006,Withdrawal,Hobart,Mobile,-37.0201,144.9646,kevindrake@yahoo.com,False,43,1,AED,AUD,2023-06-13 17:41:10,AED
11810,245,44,Female,Student,High School,Single,2,86989.31,33147.62,8836.29,2023-11-04,06:00:52,27.73,M006,Transfer,Darwin,Mobile,-37.0201,144.9646,loganmontgomery@yahoo.com,False,58,0,AUD,GBP,2023-11-04 06:00:52,AUD
15037,2809,27,Male,Student,Master,Single,3,38899.19,34651.41,3019.57,2023-08-24,07:53:37,410.32,M002,Payment,Brisbane,Mobile,-20.917574,142.702789,marc62@gmail.com,False,88,0,AED,AUD,2023-08-24 07:53:37,AED
2597,2345,35,Female,Professional,High School,Married,3,87561.2,31311.55,1785.7,2023-07-11,00:38:22,24.49,M005,Purchase,Hobart,Desktop,-37.0201,144.9646,katiegarner@securemail.com,False,80,1,AUD,GBP,2023-07-11 00:38:22,AUD
7374,3559,24,Male,Student,Bachelor,Married,1,38500.21,18423.22,1630.73,2023-11-29,19:18:50,197.24,M002,Purchase,Brisbane,Desktop,-37.0201,144.9646,williamhayden@gmail.com,False,29,0,AUD,GBP,2023-11-29 19:18:50,AUD
4646,163,39,Female,Student,Bachelor,Married,2,115094.83,36713.71,2764.27,2023-06-24,23:59:59,30.66,M003,Payment,Sydney,Mobile,-37.0201,144.9646,zflynn@outlook.com,False,14,0,AUD,GBP,2023-06-24 23:59:59,AUD
459,4826,27,Male,Professional,Bachelor,Single,0,43079.6,17288.51,1803.96,2023-12-30,02:48:30,110.15,M002,Purchase,Sydney,Mobile,-20.917574,142.702789,robert96@yahoo.com,True,9,1,AUD,GBP,2023-12-30 02:48:30,AUD
4628,2714,47,Male,Unemployed,Bachelor,Married,3,36355.55,27164.14,5209.52,2023-11-23,20:00:12,144.27,M002,Transfer,Sydney,Desktop,-30.000233,136.209152,acraig@outlook.com,False,54,0,AUD,GBP,2023-11-23 20:00:12,AUD
5925,2647,35,Male,Student,High School,Married,1,49822.23,25539.59,8293.55,2023-07-28,17:38:25,86.03,M007,Transfer,Canberra,Mobile,-31.840233,145.612793,lstout@yahoo.com,False,108,0,AUD,GBP,2023-07-28 17:38:25,AUD
9794,1869,34,Female,Unemployed,High School,Single,3,146677.58,102544.93,5745.34,2023-09-15,16:24:57,45.68,M005,Payment,Sydney,Mobile,-37.0201,144.9646,martinezjoshua@outlook.com,False,31,0,AUD,GBP,2023-09-15 16:24:57,AUD
16468,1612,46,Female,Professional,High School,Single,1,55005.16,78262.77,1181.98,2023-12-14,23:22:29,165.44,M008,Purchase,Darwin,Mobile,-31.840233,145.612793,thompsonsuzanne@gmail.com,False,75,0,AED,AUD,2023-12-14 23:22:29,AED
16696,3015,47,Male,Professional,Bachelor,Married,0,68401.25,110039.92,24386.19,2023-04-19,14:03:53,117.71,M002,Transfer,Sydney,Tablet,-35.473469,149.012375,terrygeoffrey@gmail.com,False,119,0,AED,AUD,2023-04-19 14:03:53,AED
10487,1634,28,Male,Student,Bachelor,Married,2,44793.01,21068.37,6657.22,2023-12-16,19:25:44,125.94,M007,Transfer,Hobart,Mobile,-30.000233,136.209152,karen96@yahoo.com,True,71,0,AUD,GBP,2023-12-16 19:25:44,AUD
9087,2053,28,Female,Professional,Bachelor,Single,0,98668.93,35730.53,964.85,2023-08-23,04:44:08,149.28,M008,Purchase,Darwin,Mobile,-37.0201,144.9646,jeffrey54@gmail.com,False,118,1,AUD,GBP,2023-08-23 04:44:08,AUD
7096,128,23,Female,Unemployed,High School,Single,4,152506.56,53205.94,3887.94,2023-05-30,11:15:18,111.73,M005,Payment,Hobart,Mobile,-31.840233,145.612793,kingjanet@gmail.com,False,70,0,AUD,GBP,2023-05-30 11:15:18,AUD
9177,4782,48,Female,Student,PhD,Single,4,57735.24,19969.98,2915.71,2023-11-13,21:29:39,456.6,M004,Payment,Sydney,Mobile,-41.640079,146.315918,zcooper@outlook.com,False,52,0,AUD,GBP,2023-11-13 21:29:39,AUD
17659,3340,50,Male,Professional,Bachelor,Single,2,32395.12,43333.87,8794.84,2023-12-04,09:34:05,61.45,M003,Transfer,Canberra,Desktop,-31.840233,145.612793,patrickvasquez@yahoo.com,False,31,0,AED,AUD,2023-12-04 09:34:05,AED
16217,338,35,Female,Student,High School,Married,1,32824.89,53272.58,3256.96,2023-07-23,23:28:45,134.47,M004,Payment,Darwin,Mobile,-25.042261,117.793221,craig98@yahoo.com,False,27,0,AED,AUD,2023-07-23 23:28:45,AED
7329,3134,32,Male,Professional,Bachelor,Married,1,67649.25,31554.33,18.07,2023-07-08,03:59:40,492.48,M002,Purchase,Brisbane,Desktop,-31.840233,145.612793,cody48@outlook.com,False,108,1,AUD,GBP,2023-07-08 03:59:40,AUD
12150,429,30,Male,Professional,Bachelor,Married,1,64039.53,33108.13,5162.83,2023-09-22,00:57:51,260.02,M007,Purchase,Melbourne,Desktop,-20.917574,142.702789,doconnell@outlook.com,False,43,0,AUD,GBP,2023-09-22 00:57:51,AUD
14218,116,56,Female,Professional,Bachelor,Married,2,126290.83,86402.63,1566.57,2023-05-23,12:52:25,417.44,M004,Withdrawal,Melbourne,Desktop,-30.000233,136.209152,kelly07@gmail.com,True,14,0,AUD,GBP,2023-05-23 12:52:25,AUD
13835,2463,33,Male,Professional,High School,Married,4,32424.87,11412.44,3326.57,2023-11-05,08:03:27,33.03,M006,Withdrawal,Adelaide,Mobile,-20.917574,142.702789,rachel69@gmail.com,True,64,1,AUD,GBP,2023-11-05 08:03:27,AUD
3690,1166,44,Male,Unemployed,Bachelor,Married,1,53883.98,24801.12,2539.43,2023-04-27,03:41:55,77.47,M005,Transfer,Sydney,Tablet,-31.840233,145.612793,annharris@outlook.com,False,39,1,AUD,GBP,2023-04-27 03:41:55,AUD
14203,4783,25,Male,Professional,High School,Single,2,129077.86,42171.73,8683.42,2023-09-26,10:10:29,153.83,M004,Purchase,Perth,Desktop,-31.840233,145.612793,dustinpeterson@outlook.com,False,20,0,AUD,GBP,2023-09-26 10:10:29,AUD
17786,1445,31,Male,Student,Master,Married,1,42482.93,67533.36,4043.14,2023-08-24,18:27:02,2223.74,M007,Transfer,Hobart,Mobile,-37.0201,144.9646,cesar73@securemail.com,True,26,0,AED,AUD,2023-08-24 18:27:02,AED
14721,2236,40,Male,Student,Bachelor,Single,2,63608.4,118157.35,11356.91,2023-05-25,09:03:26,673.81,M003,Purchase,Hobart,Desktop,-31.840233,145.612793,john08@tempmail.com,False,94,0,AED,AUD,2023-05-25 09:03:26,AED
6411,4210,25,Male,Unemployed,Master,Married,2,109384.28,48033.15,6192.97,2023-12-18,01:47:29,332.55,M005,Withdrawal,Melbourne,Mobile,-31.840233,145.612793,raymondrichards@yahoo.com,False,75,1,AUD,GBP,2023-12-18 01:47:29,AUD
9259,3881,51,Female,Professional,Bachelor,Single,2,135118.88,58342.56,6349.33,2023-11-30,07:29:22,415.91,M008,Payment,Melbourne,Mobile,-20.917574,142.702789,dianeanthony@securemail.com,False,52,0,AUD,GBP,2023-11-30 07:29:22,AUD
1749,1929,36,Female,Retired,High School,Married,0,92295.42,36418.0,628.66,2023-02-02,08:04:29,413.8,M002,Purchase,Canberra,Mobile,-31.840233,145.612793,dennis82@outlook.com,True,102,0,AUD,GBP,2023-02-02 08:04:29,AUD
9369,2603,39,Female,Student,High School,Single,1,137089.92,62067.51,9268.57,2023-07-29,06:51:41,72.01,M005,Payment,Canberra,Mobile,-20.917574,142.702789,charlesjoseph@disposable.com,False,55,0,AUD,GBP,2023-07-29 06:51:41,AUD
10271,2130,43,Female,Professional,High School,Single,3,74224.29,33252.35,4498.16,2023-06-12,10:15:10,279.15,M005,Purchase,Sydney,Mobile,-20.917574,142.702789,rstewart@tempmail.com,False,18,0,AUD,GBP,2023-06-12 10:15:10,AUD
5055,3006,29,Male,Unemployed,Master,Divorced,3,68029.68,34307.51,1824.62,2023-05-24,23:25:05,2116.69,M001,Purchase,Hobart,Tablet,-20.917574,142.702789,amandaashley@yahoo.com,False,66,0,AUD,GBP,2023-05-24 23:25:05,AUD
17396,4079,53,Female,Professional,Bachelor,Single,1,62803.12,95396.98,4173.27,2023-11-17,00:06:29,189.67,M006,Purchase,Melbourne,Desktop,-20.917574,142.702789,angelaherring@outlook.com,False,75,0,AED,AUD,2023-11-17 00:06:29,AED
4666,3145,24,Male,Retired,High School,Married,3,62838.19,44930.03,2330.97,2023-12-28,13:41:24,262.12,M003,Purchase,Melbourne,Desktop,-31.840233,145.612793,crystal94@tempmail.com,False,59,0,AUD,GBP,2023-12-28 13:41:24,AUD
14267,4116,24,Male,Retired,Bachelor,Married,3,65290.94,39073.27,3170.24,2023-09-27,23:59:59,160.33,M001,Transfer,Sydney,Mobile,-31.840233,145.612793,shannon30@securemail.com,True,47,0,AUD,GBP,2023-09-27 23:59:59,AUD
3750,2272,47,Male,Professional,Bachelor,Single,4,100943.48,61089.92,3593.04,2023-03-15,02:39:25,549.25,M004,Purchase,Brisbane,Desktop,-31.840233,145.612793,murphycarla@yahoo.com,False,34,1,AUD,GBP,2023-03-15 02:39:25,AUD
17844,1505,18,Male,Professional,High School,Single,2,53051.95,79736.8,8898.61,2023-12-27,20:59:50,140.96,M002,Purchase,Sydney,Tablet,-31.840233,145.612793,michaelwatkins@outlook.com,True,28,0,AED,AUD,2023-12-27 20:59:50,AED
3648,1197,32,Female,Professional,Bachelor,Married,1,69663.53,28725.88,6762.74,2023-12-19,20:38:19,787.31,M007,Purchase,Hobart,Desktop,-19.491411,132.550964,fjackson@gmail.com,False,10,0,AUD,GBP,2023-12-19 20:38:19,AUD
10849,2408,45,Female,Professional,Bachelor,Married,1,74346.92,32195.02,2525.86,2023-01-24,03:08:05,14.2,M007,Purchase,Sydney,Desktop,-31.840233,145.612793,julie89@gmail.com,True,12,1,AUD,GBP,2023-01-24 03:08:05,AUD
16137,1286,43,Female,Professional,High School,Married,1,94812.8,145925.5,4506.8,2023-01-09,05:20:20,45.2,M006,Purchase,Sydney,Mobile,-37.0201,144.9646,william27@outlook.com,True,66,1,AED,AUD,2023-01-09 05:20:20,AED
13253,131,55,Female,Retired,Bachelor,Single,1,39426.32,29236.33,1106.16,2023-12-30,04:49:19,93.23,M008,Purchase,Brisbane,Desktop,-37.0201,144.9646,johnmcbride@gmail.com,False,40,1,AUD,GBP,2023-12-30 04:49:19,AUD
4624,4877,38,Male,Professional,Master,Single,0,55394.71,33527.9,740.03,2023-07-21,01:20:21,16.98,M001,Purchase,Canberra,Mobile,-31.840233,145.612793,angeladixon@gmail.com,False,17,1,AUD,GBP,2023-07-21 01:20:21,AUD
6171,53,27,Female,Professional,High School,Married,4,29308.62,9910.97,1466.48,2023-12-18,22:00:44,233.93,M008,Transfer,Darwin,Desktop,-31.840233,145.612793,zlawson@gmail.com,True,25,0,AUD,GBP,2023-12-18 22:00:44,AUD
9879,3403,41,Female,Professional,High School,Single,0,37026.32,17138.07,980.04,2023-03-14,18:45:07,429.36,M001,Withdrawal,Hobart,Mobile,-25.042261,117.793221,knoxjennifer@yahoo.com,False,7,1,AUD,GBP,2023-03-14 18:45:07,AUD
17796,3216,35,Female,Retired,Master,Single,3,131696.07,196091.43,983.82,2023-12-19,17:50:08,476.45,M006,Purchase,Perth,Mobile,-20.917574,142.702789,malik35@yahoo.com,True,89,0,AED,AUD,2023-12-19 17:50:08,AED
15319,1959,27,Female,Professional,High School,Married,2,68744.75,108350.88,9725.14,2023-12-28,09:26:33,176.6,M006,Purchase,Canberra,Mobile,-37.0201,144.9646,misty86@gmail.com,True,92,0,AED,AUD,2023-12-28 09:26:33,AED
9135,678,40,Female,Professional,Bachelor,Divorced,3,29819.08,21699.2,1169.72,2023-01-03,03:55:18,126.07,M008,Purchase,Melbourne,Mobile,13.00917,42.73944,david71@gmail.com,False,110,0,AUD,GBP,2023-01-03 03:55:18,AUD
1171,4934,51,Male,Professional,Bachelor,Divorced,3,68758.98,38520.72,1070.21,2023-06-20,03:36:22,399.06,M006,Withdrawal,Adelaide,Mobile,-37.0201,144.9646,erica84@gmail.com,True,82,1,AUD,GBP,2023-06-20 03:36:22,AUD
16445,2092,38,Female,Professional,Master,Married,2,46274.34,57003.69,886.31,2023-10-20,10:53:51,300.1,M002,Withdrawal,Perth,Mobile,-31.840233,145.612793,lynn74@tempmail.com,False,25,1,AED,AUD,2023-10-20 10:53:51,AED
14974,1714,24,Female,Student,High School,Married,0,82525.35,138071.37,5142.25,2023-12-18,03:11:30,3790.41,M007,Purchase,Adelaide,Mobile,-37.0201,144.9646,myersnicole@yahoo.com,False,33,1,AED,AUD,2023-12-18 03:11:30,AED
11333,3460,36,Male,Professional,PhD,Single,2,42612.16,31572.15,1662.63,2023-06-20,11:44:10,129.87,M004,Purchase,Brisbane,Mobile,-30.000233,136.209152,williamadams@gmail.com,False,71,0,AUD,GBP,2023-06-20 11:44:10,AUD
15892,1462,50,Female,Retired,Bachelor,Married,1,55905.64,104941.0,949.12,2023-10-21,06:54:35,334.53,M006,Purchase,Adelaide,Desktop,-25.042261,117.793221,mpalmer@tempmail.com,False,95,0,AED,AUD,2023-10-21 06:54:35,AED
2297,858,55,Female,Student,PhD,Single,2,29235.68,18865.11,2367.35,2023-07-11,08:08:09,86.73,M008,Transfer,Perth,Desktop,-37.0201,144.9646,deanna31@securemail.com,False,108,0,AUD,GBP,2023-07-11 08:08:09,AUD
17629,406,33,Male,Student,Bachelor,Single,3,56274.66,79957.39,185.58,2023-12-28,20:41:06,356.97,M008,Withdrawal,Perth,Mobile,-31.840233,145.612793,lawrencebuckley@gmail.com,True,105,1,AED,AUD,2023-12-28 20:41:06,AED
204,956,52,Male,Student,Bachelor,Married,0,30404.07,21203.28,1218.17,2023-06-07,15:35:07,32.7,M007,Purchase,Canberra,Mobile,-31.840233,145.612793,matthew64@gmail.com,False,68,0,AUD,GBP,2023-06-07 15:35:07,AUD
11663,4051,21,Male,Professional,Bachelor,Married,0,68832.99,45351.49,6849.73,2023-09-15,18:33:29,491.45,M003,Transfer,Darwin,Mobile,-37.0201,144.9646,lydia41@outlook.com,True,86,0,AUD,GBP,2023-09-15 18:33:29,AUD
15261,2024,29,Female,Professional,Bachelor,Divorced,3,62627.33,68569.74,4790.39,2023-02-24,23:59:59,2241.1,M002,Purchase,Brisbane,Desktop,-37.0201,144.9646,rebeccawilliams@gmail.com,False,48,0,AED,AUD,2023-02-24 23:59:59,AED
3384,2993,34,Female,Student,Bachelor,Married,2,48627.55,23688.24,162.35,2023-07-08,00:30:44,203.93,M005,Withdrawal,Melbourne,Mobile,-31.840233,145.612793,yclark@tempmail.com,False,63,1,AUD,GBP,2023-07-08 00:30:44,AUD
15941,3136,32,Female,Student,Bachelor,Single,1,31318.34,59144.55,2938.77,2023-12-19,03:43:40,526.18,M007,Withdrawal,Canberra,Mobile,-31.840233,145.612793,tgonzalez@yahoo.com,False,4,1,AED,AUD,2023-12-19 03:43:40,AED
6397,3154,28,Male,Professional,PhD,Widowed,2,91440.62,45030.3,1663.93,2023-10-19,21:10:11,288.08,M001,Transfer,Hobart,Desktop,-31.840233,145.612793,jesseavila@gmail.com,True,37,0,AUD,GBP,2023-10-19 21:10:11,AUD
14082,444,34,Male,Professional,Bachelor,Divorced,1,38694.3,23243.89,4132.64,2023-09-28,00:00:00,13.46,M001,Payment,Melbourne,Desktop,-20.917574,142.702789,kelly41@gmail.com,True,104,0,AUD,GBP,2023-09-28 00:00:00,AUD
3471,2193,18,Male,Professional,High School,Married,4,81183.4,48183.88,213.2,2023-09-02,15:43:51,273.52,M007,Transfer,Hobart,Mobile,-25.042261,117.793221,kknox@gmail.com,False,3,0,AUD,GBP,2023-09-02 15:43:51,AUD
17613,1263,43,Female,Unemployed,Master,Single,4,50640.72,98430.77,3824.82,2023-07-05,11:57:34,1091.42,M002,Payment,Adelaide,Desktop,-35.473469,149.012375,lcarey@gmail.com,True,107,0,AED,AUD,2023-07-05 11:57:34,AED
1733,2776,31,Male,Student,Bachelor,Married,0,62248.32,44629.48,1088.51,2023-11-27,04:32:32,277.69,M006,Purchase,Hobart,Mobile,-41.640079,146.315918,emily03@securemail.com,False,112,1,AUD,GBP,2023-11-27 04:32:32,AUD
12485,4902,31,Female,Unemployed,High School,Single,0,70159.91,55721.72,590.6,2023-12-07,10:39:31,330.29,M005,Withdrawal,Adelaide,Mobile,-20.917574,142.702789,scott71@gmail.com,False,89,1,AUD,GBP,2023-12-07 10:39:31,AUD
8667,2794,18,Female,Professional,Master,Single,1,109180.24,43316.85,4634.37,2023-12-22,10:03:00,3745.98,M003,Withdrawal,Brisbane,Desktop,-31.840233,145.612793,cmcconnell@yahoo.com,False,87,1,AUD,GBP,2023-12-22 10:03:00,AUD
1651,4306,32,Female,Unemployed,High School,Married,2,63138.32,25817.22,3826.21,2023-08-14,17:19:40,15.21,M002,Purchase,Hobart,Mobile,-31.840233,145.612793,jacksonjessica@gmail.com,False,93,0,AUD,GBP,2023-08-14 17:19:40,AUD
1169,1469,32,Male,Student,Bachelor,Widowed,3,138896.32,66132.68,10001.89,2023-11-20,22:34:02,205.39,M006,Payment,Sydney,Mobile,-37.0201,144.9646,ericawilliams@gmail.com,True,69,0,AUD,GBP,2023-11-20 22:34:02,AUD
10720,3877,36,Male,Unemployed,Bachelor,Married,4,76988.29,39066.65,176.82,2023-10-21,20:26:01,204.68,M005,Purchase,Perth,Mobile,-25.042261,117.793221,kgarner@tempmail.com,True,21,0,AUD,GBP,2023-10-21 20:26:01,AUD
16044,892,34,Female,Student,High School,Single,2,46849.62,67518.12,4334.92,2023-11-30,13:41:12,256.52,M006,Purchase,Brisbane,Tablet,-31.840233,145.612793,walkernicholas@gmail.com,False,32,0,AED,AUD,2023-11-30 13:41:12,AED
3390,2166,30,Female,Professional,High School,Married,3,41975.41,15808.65,1619.65,2023-08-19,17:18:15,287.16,M003,Transfer,Sydney,Mobile,-31.840233,145.612793,ismith@outlook.com,False,46,0,AUD,GBP,2023-08-19 17:18:15,AUD
16029,1594,31,Male,Student,Bachelor,Married,0,52484.48,71823.98,3094.06,2023-04-20,16:03:11,197.53,M007,Transfer,Perth,Tablet,-37.0201,144.9646,kjacobson@disposable.com,False,50,0,AED,AUD,2023-04-20 16:03:11,AED
3959,963,35,Male,Student,Bachelor,Single,4,53733.41,29296.02,2704.09,2023-07-22,19:30:56,189.44,M006,Purchase,Canberra,Mobile,-37.0201,144.9646,chapmangabriel@outlook.com,True,39,0,AUD,GBP,2023-07-22 19:30:56,AUD
6643,1804,21,Male,Professional,Bachelor,Married,3,40754.43,22318.32,521.5,2023-05-09,07:18:49,51.08,M004,Purchase,Melbourne,Mobile,-37.0201,144.9646,harrischristopher@disposable.com,False,63,0,AUD,GBP,2023-05-09 07:18:49,AUD
13366,3473,47,Male,Student,Master,Married,2,44424.43,30670.06,2171.31,2023-10-04,18:23:43,122.38,M006,Purchase,Melbourne,Desktop,-25.042261,117.793221,anthonylori@gmail.com,False,43,0,AUD,GBP,2023-10-04 18:23:43,AUD
6841,2424,18,Female,Professional,PhD,Married,2,58834.84,32100.12,4649.74,2023-09-15,13:37:19,2182.54,M001,Purchase,Melbourne,Mobile,-37.0201,144.9646,jasonjohnson@outlook.com,False,115,0,AUD,GBP,2023-09-15 13:37:19,AUD
16100,941,38,Female,Professional,High School,Married,1,26292.5,21355.29,864.53,2023-04-28,16:56:18,209.36,M002,Purchase,Melbourne,Desktop,-20.917574,142.702789,sabrina89@gmail.com,False,24,0,AED,AUD,2023-04-28 16:56:18,AED
16471,3862,26,Female,Unemployed,Bachelor,Married,0,64383.04,97259.57,3576.74,2023-06-20,19:10:43,232.29,M005,Transfer,Hobart,Mobile,-37.0201,144.9646,mathisjesus@disposable.com,True,119,0,AED,AUD,2023-06-20 19:10:43,AED
10822,315,28,Female,Student,Bachelor,Single,2,56209.63,19693.61,1159.5,2023-09-09,23:59:59,4210.48,M002,Transfer,Sydney,Mobile,-31.840233,145.612793,juan99@yahoo.com,True,25,1,AUD,GBP,2023-09-09 23:59:59,AUD
16375,342,39,Male,Professional,Master,Married,4,52469.41,79819.24,1810.67,2023-06-19,03:10:29,528.03,M004,Purchase,Perth,Tablet,-25.042261,117.793221,russellcraig@yahoo.com,False,2,1,AED,AUD,2023-06-19 03:10:29,AED
12475,2335,36,Female,Professional,Bachelor,Married,4,55331.96,38898.54,498.04,2023-04-19,16:48:39,259.26,M007,Transfer,Melbourne,Desktop,-37.0201,144.9646,ipearson@disposable.com,False,41,0,AUD,GBP,2023-04-19 16:48:39,AUD
1929,2729,32,Female,Professional,Master,Married,0,91056.91,49010.62,1054.08,2023-12-05,08:26:26,176.64,M004,Purchase,Canberra,Mobile,-31.840233,145.612793,katiesimpson@yahoo.com,False,15,0,AUD,GBP,2023-12-05 08:26:26,AUD
9235,1917,18,Male,Professional,High School,Married,2,102493.78,52440.63,3447.64,2023-06-06,18:31:59,173.69,M002,Purchase,Adelaide,Desktop,-30.000233,136.209152,antonio79@gmail.com,False,105,0,AUD,GBP,2023-06-06 18:31:59,AUD
9596,1333,40,Male,Student,Bachelor,Divorced,1,84375.6,38278.96,1603.24,2023-02-14,11:15:03,256.35,M002,Purchase,Hobart,Tablet,-31.840233,145.612793,douglasreginald@gmail.com,False,9,0,AUD,GBP,2023-02-14 11:15:03,AUD
697,1909,34,Female,Student,High School,Single,4,161938.11,54137.62,12538.66,2023-11-02,07:30:33,317.04,M002,Withdrawal,Perth,Mobile,-37.0201,144.9646,bwang@outlook.com,False,86,1,AUD,GBP,2023-11-02 07:30:33,AUD
3489,4758,30,Male,Professional,PhD,Married,1,131840.18,73032.54,651.18,2023-10-16,07:04:40,780.96,M005,Transfer,Perth,Mobile,-37.0201,144.9646,angela22@yahoo.com,False,74,0,AUD,GBP,2023-10-16 07:04:40,AUD
18227,160,21,Male,Retired,High School,Single,3,56790.09,65725.42,5398.21,2023-03-02,17:37:24,145.32,M001,Transfer,Sydney,Mobile,-37.0201,144.9646,ihebert@gmail.com,False,81,0,AED,AUD,2023-03-02 17:37:24,AED
2649,2613,21,Female,Professional,Bachelor,Single,1,66616.54,26845.7,242.34,2023-12-28,14:55:13,268.12,M004,Transfer,Brisbane,Mobile,-25.042261,117.793221,lauramorris@gmail.com,False,108,0,AUD,GBP,2023-12-28 14:55:13,AUD
14933,3450,49,Female,Student,Bachelor,Married,1,44326.04,79728.73,8197.08,2023-10-17,17:41:57,476.11,M007,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,katelyn16@disposable.com,False,48,1,AED,AUD,2023-10-17 17:41:57,AED
2979,3890,31,Male,Professional,Master,Single,0,74755.93,24872.37,1195.06,2023-05-11,23:59:59,591.17,M001,Transfer,Hobart,Mobile,-37.0201,144.9646,johncamacho@tempmail.com,False,116,0,AUD,GBP,2023-05-11 23:59:59,AUD
2547,2224,40,Female,Retired,Master,Divorced,3,142366.57,79810.65,7008.34,2023-11-26,13:52:20,17.31,M003,Purchase,Perth,Tablet,-37.0201,144.9646,iwells@gmail.com,True,60,0,AUD,GBP,2023-11-26 13:52:20,AUD
9114,3891,33,Female,Professional,High School,Married,3,54324.94,38406.12,1355.8,2023-05-01,07:43:15,43.71,M005,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,fordbrian@yahoo.com,False,1,1,AUD,GBP,2023-05-01 07:43:15,AUD
3967,529,36,Male,Professional,Master,Married,3,33179.77,10774.56,848.87,2023-12-02,18:58:57,39.6,M001,Transfer,Sydney,Mobile,-37.0201,144.9646,timothy73@gmail.com,False,40,0,AUD,GBP,2023-12-02 18:58:57,AUD
2520,2143,28,Male,Professional,High School,Married,1,39560.37,23262.68,879.13,2023-07-19,11:43:53,148.14,M003,Withdrawal,Perth,Desktop,-20.917574,142.702789,umoore@gmail.com,False,14,1,AUD,GBP,2023-07-19 11:43:53,AUD
8553,1011,46,Male,Unemployed,Bachelor,Divorced,4,58647.78,35551.29,2363.99,2023-12-30,04:11:12,1259.98,M002,Purchase,Sydney,Desktop,-37.0201,144.9646,ochoadevin@gmail.com,False,87,1,AUD,GBP,2023-12-30 04:11:12,AUD
2460,4216,22,Male,Professional,Bachelor,Married,0,68296.65,26859.18,6317.94,2023-07-26,01:06:31,562.89,M007,Payment,Hobart,Mobile,-25.042261,117.793221,richardgonzalez@gmail.com,True,81,1,AUD,GBP,2023-07-26 01:06:31,AUD
